"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 08, 2014","1,873.95","1,870.68","1,875.10","1,869.25","-","0.17%"
"Sep 05, 2014","1,870.68","1,863.29","1,871.23","1,855.54","-","0.40%"
"Sep 04, 2014","1,863.29","1,872.65","1,872.88","1,860.07","-","-0.50%"
"Sep 03, 2014","1,872.65","1,875.12","1,882.16","1,871.05","-","-0.13%"
"Sep 02, 2014","1,875.12","1,881.58","1,885.85","1,871.30","-","-0.34%"
"Sep 01, 2014","1,881.58","1,890.50","1,891.51","1,880.73","-","-0.47%"
"Aug 29, 2014","1,890.50","1,881.03","1,892.91","1,881.03","-","0.50%"
"Aug 28, 2014","1,881.03","1,868.46","1,881.85","1,862.09","-","0.67%"
"Aug 27, 2014","1,868.46","1,869.52","1,880.30","1,861.92","-","-0.06%"
"Aug 26, 2014","1,869.52","1,874.62","1,878.95","1,866.03","-","-0.27%"
"Aug 25, 2014","1,874.62","1,885.26","1,885.30","1,873.22","-","-0.56%"
"Aug 22, 2014","1,885.26","1,897.56","1,897.56","1,884.21","-","-0.65%"
"Aug 21, 2014","1,897.56","1,899.54","1,899.54","1,883.50","-","0.25%"
"Aug 20, 2014","1,892.75","1,899.92","1,900.85","1,891.49","-","-0.16%"
"Aug 19, 2014","1,895.75","1,879.26","1,896.52","1,879.26","-","0.93%"
"Aug 18, 2014","1,878.29","1,880.27","1,883.88","1,875.97","-","-0.18%"
"Aug 15, 2014","1,881.61","1,893.93","1,895.21","1,880.85","-","-0.58%"
"Aug 14, 2014","1,892.67","1,903.45","1,903.72","1,892.44","-","-0.78%"
"Aug 13, 2014","1,907.52","1,919.89","1,921.84","1,907.52","-","-0.64%"
"Aug 12, 2014","1,919.89","1,915.34","1,925.91","1,915.34","-","0.24%"
"Aug 11, 2014","1,915.34","1,946.39","1,946.39","1,915.07","-","-1.60%"
"Aug 08, 2014","1,946.39","1,948.52","1,950.66","1,945.11","-","-0.11%"
"Aug 07, 2014","1,948.52","1,936.45","1,949.16","1,933.40","-","0.62%"
"Aug 06, 2014","1,936.45","1,930.64","1,939.51","1,927.19","-","0.30%"
"Aug 05, 2014","1,930.64","1,909.01","1,933.39","1,907.73","-","1.13%"
"Aug 04, 2014","1,909.01","1,913.38","1,915.02","1,905.07","-","-0.23%"
"Aug 01, 2014","1,913.38","1,921.48","1,921.87","1,910.39","-","-0.42%"
"Jul 31, 2014","1,921.48","1,933.81","1,938.28","1,918.55","-","-0.64%"
"Jul 30, 2014","1,933.81","1,933.21","1,945.45","1,920.55","-","0.03%"
"Jul 25, 2014","1,933.21","1,936.27","1,937.17","1,923.22","-","-0.16%"
"Jul 24, 2014","1,936.27","1,936.27","1,936.27","1,936.27","-","-0.03%"
"Jul 23, 2014","1,936.92","1,941.20","1,944.52","1,936.67","-","-0.22%"
"Jul 22, 2014","1,941.20","1,944.33","1,947.61","1,940.27","-","-0.16%"
"Jul 21, 2014","1,944.33","1,948.74","1,951.15","1,944.04","-","-0.23%"
"Jul 18, 2014","1,948.74","1,952.16","1,952.18","1,946.30","-","-0.18%"
"Jul 17, 2014","1,952.16","1,958.32","1,958.49","1,949.27","-","-0.31%"
"Jul 16, 2014","1,958.32","1,952.06","1,963.89","1,950.86","-","0.32%"
"Jul 15, 2014","1,952.06","1,950.39","1,954.19","1,947.94","-","0.09%"
"Jul 14, 2014","1,950.39","1,945.69","1,951.56","1,939.90","-","0.24%"
"Jul 11, 2014","1,945.69","1,951.09","1,952.80","1,943.07","-","-0.28%"
"Jul 10, 2014","1,951.09","1,952.24","1,956.35","1,941.62","-","-0.06%"
"Jul 09, 2014","1,952.24","1,942.94","1,953.87","1,941.53","-","0.48%"
"Jul 08, 2014","1,942.94","1,939.22","1,946.25","1,919.31","-","0.19%"
"Jul 07, 2014","1,939.22","1,945.15","1,951.75","1,936.32","-","-0.30%"
"Jul 04, 2014","1,945.15","1,934.22","1,946.03","1,930.35","-","0.57%"
"Jul 03, 2014","1,934.22","1,937.05","1,937.37","1,921.61","-","-0.15%"
"Jul 02, 2014","1,937.05","1,940.39","1,947.46","1,936.92","-","-0.17%"
"Jul 01, 2014","1,940.39","1,931.77","1,942.59","1,929.96","-","0.45%"
"Jun 30, 2014","1,931.77","1,918.60","1,931.77","1,910.67","-","0.69%"
"Jun 27, 2014","1,918.60","1,896.58","1,923.41","1,892.92","-","1.16%"
"Jun 26, 2014","1,896.58","1,907.51","1,911.86","1,893.92","-","-0.57%"
"Jun 25, 2014","1,907.51","1,900.04","1,907.51","1,889.62","-","0.39%"
"Jun 24, 2014","1,900.04","1,891.46","1,902.83","1,891.46","-","0.45%"
"Jun 23, 2014","1,891.46","1,869.94","1,892.50","1,867.29","-","1.15%"
"Jun 20, 2014","1,869.94","1,869.21","1,879.41","1,869.21","-","0.04%"
"Jun 19, 2014","1,869.21","1,878.04","1,880.47","1,864.77","-","-0.47%"
"Jun 18, 2014","1,878.07","1,873.43","1,886.13","1,873.43","-","0.25%"
"Jun 17, 2014","1,873.43","1,896.52","1,898.70","1,873.43","-","-1.22%"
"Jun 16, 2014","1,896.52","1,902.04","1,902.04","1,890.32","-","-0.29%"
"Jun 13, 2014","1,902.04","1,890.90","1,907.51","1,889.10","-","0.59%"
"Jun 12, 2014","1,890.90","1,908.27","1,910.61","1,889.13","-","-0.91%"
"Jun 11, 2014","1,908.27","1,906.29","1,915.80","1,904.61","-","0.10%"
"Jun 10, 2014","1,906.29","1,907.51","1,908.89","1,899.79","-","-0.06%"
"Jun 09, 2014","1,907.51","1,898.07","1,911.49","1,896.97","-","0.50%"
"Jun 06, 2014","1,898.07","1,902.72","1,904.94","1,878.25","-","-0.24%"
"Jun 05, 2014","1,902.72","1,905.28","1,919.03","1,901.42","-","-0.13%"
"Jun 04, 2014","1,905.28","1,893.52","1,906.20","1,887.32","-","0.62%"
"Jun 03, 2014","1,893.52","1,901.37","1,907.15","1,891.74","-","-0.41%"
"Jun 02, 2014","1,901.37","1,896.47","1,910.82","1,894.84","-","0.26%"
"May 30, 2014","1,896.47","1,841.98","1,896.98","1,841.93","-","2.96%"
"May 28, 2014","1,841.98","1,827.86","1,843.44","1,827.86","-","0.77%"
"May 27, 2014","1,827.86","1,815.83","1,827.86","1,810.95","-","0.66%"
"May 26, 2014","1,815.83","1,817.61","1,820.83","1,814.82","-","-0.10%"
"May 23, 2014","1,817.61","1,804.03","1,832.95","1,804.03","-","0.75%"
"May 22, 2014","1,804.03","1,781.18","1,804.03","1,780.69","-","1.28%"
"May 21, 2014","1,781.18","1,781.34","1,787.77","1,774.59","-","-0.01%"
"May 20, 2014","1,781.34","1,772.03","1,790.33","1,771.12","-","0.53%"
"May 19, 2014","1,772.03","1,771.68","1,775.84","1,769.62","-","-0.04%"
"May 16, 2014","1,772.75","1,773.29","1,774.92","1,767.78","-","-0.03%"
"May 15, 2014","1,773.29","1,776.51","1,789.76","1,771.15","-","-0.18%"
"May 14, 2014","1,776.51","1,765.35","1,780.28","1,765.00","-","0.63%"
"May 13, 2014","1,765.35","1,740.90","1,765.35","1,740.88","-","1.40%"
"May 12, 2014","1,740.90","1,737.43","1,743.77","1,736.95","-","0.20%"
"May 09, 2014","1,737.43","1,740.08","1,740.23","1,734.03","-","-0.15%"
"May 08, 2014","1,740.08","1,739.17","1,740.95","1,734.30","-","0.05%"
"May 07, 2014","1,739.17","1,735.39","1,739.94","1,730.27","-","0.22%"
"May 06, 2014","1,735.39","1,736.21","1,739.94","1,733.23","-","-0.05%"
"May 05, 2014","1,736.21","1,744.39","1,744.39","1,731.94","-","-0.47%"
"May 02, 2014","1,744.39","1,739.47","1,746.80","1,729.86","-","0.28%"
"Apr 30, 2014","1,739.47","1,738.39","1,743.78","1,733.06","-","0.06%"
"Apr 29, 2014","1,738.39","1,745.11","1,749.19","1,731.84","-","-0.39%"
"Apr 28, 2014","1,745.11","1,758.14","1,758.20","1,742.25","-","-0.88%"
"Apr 25, 2014","1,760.62","1,767.30","1,771.37","1,760.31","-","-0.38%"
"Apr 24, 2014","1,767.30","1,771.75","1,775.27","1,763.06","-","-0.25%"
"Apr 23, 2014","1,771.75","1,764.26","1,772.04","1,759.54","-","-0.29%"
"Apr 22, 2014","1,776.88","1,768.39","1,778.79","1,764.67","-","0.48%"
"Apr 17, 2014","1,768.39","1,766.83","1,769.17","1,762.49","-","0.09%"
"Apr 16, 2014","1,766.83","1,764.91","1,769.50","1,764.41","-","0.11%"
"Apr 15, 2014","1,764.91","1,756.43","1,765.40","1,756.16","-","0.48%"
"Apr 14, 2014","1,756.43","1,761.58","1,761.58","1,751.15","-","-0.29%"
"Apr 11, 2014","1,761.58","1,755.42","1,761.58","1,747.85","-","0.35%"
"Apr 10, 2014","1,755.42","1,758.95","1,759.46","1,750.05","-","-0.20%"
"Apr 09, 2014","1,758.95","1,751.76","1,759.50","1,749.55","-","0.41%"
"Apr 08, 2014","1,751.76","1,737.49","1,751.76","1,736.72","-","0.82%"
"Apr 07, 2014","1,737.49","1,742.82","1,744.34","1,735.32","-","-0.31%"
"Apr 04, 2014","1,742.82","1,732.93","1,744.77","1,728.09","-","0.57%"
"Apr 03, 2014","1,732.93","1,728.60","1,733.82","1,728.60","-","0.25%"
"Apr 02, 2014","1,728.63","1,723.89","1,728.83","1,721.26","-","0.27%"
"Apr 01, 2014","1,723.89","1,733.91","1,737.79","1,718.93","-","-0.58%"
"Mar 31, 2014","1,733.91","1,713.90","1,733.91","1,708.72","-","1.17%"
"Mar 28, 2014","1,713.90","1,711.44","1,716.06","1,696.80","-","0.14%"
"Mar 27, 2014","1,711.44","1,699.24","1,711.72","1,691.40","-","0.72%"
"Mar 26, 2014","1,699.24","1,694.22","1,699.24","1,689.77","-","0.30%"
"Mar 25, 2014","1,694.22","1,689.80","1,696.39","1,688.03","-","0.26%"
"Mar 24, 2014","1,689.80","1,702.97","1,702.97","1,684.31","-","-0.77%"
"Mar 21, 2014","1,702.97","1,676.26","1,704.06","1,676.26","-","1.59%"
"Mar 20, 2014","1,676.26","1,665.30","1,679.37","1,664.23","-","0.66%"
"Mar 19, 2014","1,665.30","1,673.09","1,687.11","1,664.72","-","-0.47%"
"Mar 18, 2014","1,673.09","1,697.89","1,704.76","1,668.43","-","-1.46%"
"Mar 17, 2014","1,697.89","1,709.96","1,709.96","1,697.60","-","-0.71%"
"Mar 14, 2014","1,709.96","1,727.31","1,727.86","1,700.83","-","-1.00%"
"Mar 13, 2014","1,727.31","1,757.18","1,757.21","1,726.55","-","-1.70%"
"Mar 12, 2014","1,757.18","1,762.68","1,770.24","1,750.77","-","-0.31%"
"Mar 11, 2014","1,762.68","1,761.78","1,770.09","1,756.12","-","0.05%"
"Mar 10, 2014","1,761.78","1,748.25","1,762.01","1,747.90","-","0.77%"
"Mar 07, 2014","1,748.25","1,748.55","1,750.66","1,739.05","-","-0.02%"
"Mar 06, 2014","1,748.55","1,757.55","1,757.75","1,746.69","-","-0.51%"
"Mar 05, 2014","1,757.55","1,759.26","1,765.84","1,752.87","-","-0.10%"
"Mar 04, 2014","1,759.26","1,781.27","1,785.32","1,753.31","-","-1.24%"
"Mar 03, 2014","1,781.27","1,777.82","1,781.81","1,768.18","-","0.19%"
"Feb 28, 2014","1,777.82","1,745.22","1,779.51","1,743.76","-","1.91%"
"Feb 27, 2014","1,744.51","1,746.83","1,749.46","1,739.08","-","-0.13%"
"Feb 26, 2014","1,746.83","1,760.59","1,771.36","1,742.53","-","-0.78%"
"Feb 25, 2014","1,760.55","1,735.77","1,768.03","1,735.77","-","1.43%"
"Feb 24, 2014","1,735.77","1,715.44","1,735.77","1,709.90","-","1.16%"
"Feb 21, 2014","1,715.95","1,738.48","1,738.48","1,712.86","-","-1.30%"
"Feb 20, 2014","1,738.48","1,773.23","1,776.48","1,729.98","-","-1.96%"
"Feb 19, 2014","1,773.23","1,760.23","1,773.23","1,757.47","-","1.16%"
"Feb 18, 2014","1,752.85","1,764.84","1,776.16","1,741.95","-","-0.10%"
"Feb 17, 2014","1,754.59","1,741.97","1,763.42","1,741.08","-","0.72%"
"Feb 14, 2014","1,741.97","1,775.20","1,780.03","1,718.48","-","-1.87%"
"Feb 13, 2014","1,775.20","1,818.55","1,820.01","1,761.39","-","-2.14%"
"Feb 12, 2014","1,814.08","1,828.27","1,828.27","1,810.53","-","-0.78%"
"Feb 11, 2014","1,828.27","1,839.55","1,843.00","1,825.87","-","-0.61%"
"Feb 10, 2014","1,839.55","1,846.15","1,849.67","1,831.78","-","-0.36%"
"Feb 07, 2014","1,846.15","1,849.21","1,849.61","1,839.54","-","-0.17%"
"Feb 06, 2014","1,849.21","1,855.83","1,856.04","1,845.17","-","-0.36%"
"Feb 05, 2014","1,855.83","1,863.88","1,864.66","1,849.14","-","-0.39%"
"Feb 04, 2014","1,863.02","1,877.90","1,879.69","1,852.77","-","-0.79%"
"Feb 03, 2014","1,877.90","1,845.56","1,878.27","1,845.56","-","1.75%"
"Jan 31, 2014","1,845.56","1,849.51","1,851.57","1,843.72","-","-0.21%"
"Jan 30, 2014","1,849.51","1,859.70","1,860.24","1,833.08","-","-0.55%"
"Jan 29, 2014","1,859.70","1,879.51","1,880.95","1,849.84","-","-1.05%"
"Jan 28, 2014","1,879.51","1,902.92","1,904.44","1,878.83","-","-1.23%"
"Jan 27, 2014","1,902.92","1,920.28","1,920.93","1,896.95","-","-0.90%"
"Jan 24, 2014","1,920.28","1,925.11","1,932.64","1,917.05","-","-0.25%"
"Jan 23, 2014","1,925.11","1,899.84","1,926.50","1,898.03","-","1.33%"
"Jan 22, 2014","1,899.84","1,923.83","1,923.83","1,893.66","-","-1.32%"
"Jan 21, 2014","1,925.24","1,905.26","1,927.07","1,903.75","-","1.05%"
"Jan 20, 2014","1,905.26","1,915.62","1,923.66","1,904.86","-","-0.54%"
"Jan 17, 2014","1,915.62","1,915.88","1,916.45","1,909.14","-","-0.01%"
"Jan 16, 2014","1,915.88","1,908.44","1,915.88","1,907.47","-","0.39%"
"Jan 15, 2014","1,908.44","1,898.90","1,912.04","1,896.42","-","0.50%"
"Jan 13, 2014","1,898.90","1,900.45","1,903.10","1,897.93","-","-0.08%"
"Jan 10, 2014","1,900.45","1,896.30","1,900.52","1,878.34","-","0.22%"
"Jan 09, 2014","1,896.30","1,911.03","1,917.52","1,894.14","-","-0.77%"
"Jan 08, 2014","1,911.03","1,915.14","1,926.81","1,907.44","-","-0.21%"
"Jan 07, 2014","1,915.14","1,910.38","1,916.67","1,898.08","-","0.25%"
"Jan 06, 2014","1,910.38","1,911.15","1,912.51","1,899.81","-","-0.04%"
"Jan 03, 2014","1,911.15","1,896.40","1,911.46","1,893.24","-","0.78%"
"Jan 02, 2014","1,896.40","1,907.17","1,907.84","1,893.49","-","-0.56%"
"Dec 31, 2013","1,907.17","1,863.11","1,907.17","1,863.11","-","2.36%"
"Dec 30, 2013","1,863.11","1,848.46","1,864.20","1,848.46","-","0.79%"
"Dec 27, 2013","1,848.46","1,831.24","1,848.89","1,831.24","-","0.94%"
"Dec 24, 2013","1,831.24","1,832.44","1,837.92","1,829.38","-","-0.07%"
"Dec 23, 2013","1,832.44","1,814.93","1,832.44","1,814.93","-","0.96%"
"Dec 20, 2013","1,814.93","1,828.70","1,828.70","1,808.71","-","-0.75%"
"Dec 19, 2013","1,828.70","1,804.80","1,831.68","1,804.51","-","1.32%"
"Dec 18, 2013","1,804.80","1,793.45","1,805.26","1,793.04","-","0.63%"
"Dec 17, 2013","1,793.45","1,810.83","1,814.96","1,792.20","-","-0.96%"
"Dec 16, 2013","1,810.83","1,789.33","1,811.35","1,778.75","-","1.20%"
"Dec 13, 2013","1,789.33","1,792.31","1,806.59","1,785.90","-","-0.17%"
"Dec 12, 2013","1,792.31","1,792.58","1,792.71","1,781.91","-","-0.02%"
"Dec 11, 2013","1,792.58","1,797.21","1,799.77","1,791.03","-","-0.26%"
"Dec 10, 2013","1,797.21","1,789.81","1,797.39","1,778.69","-","0.41%"
"Dec 09, 2013","1,789.81","1,787.74","1,792.06","1,782.79","-","0.12%"
"Dec 06, 2013","1,787.74","1,793.90","1,793.98","1,784.17","-","-0.34%"
"Dec 05, 2013","1,793.90","1,801.44","1,803.36","1,790.69","-","-0.42%"
"Dec 04, 2013","1,801.44","1,802.28","1,806.78","1,797.11","-","-0.05%"
"Dec 03, 2013","1,802.28","1,809.90","1,812.09","1,798.73","-","-0.42%"
"Dec 02, 2013","1,809.90","1,803.47","1,810.02","1,802.81","-","0.36%"
"Nov 29, 2013","1,803.47","1,802.17","1,803.47","1,798.37","-","0.07%"
"Nov 28, 2013","1,802.17","1,803.46","1,804.35","1,797.11","-","-0.07%"
"Nov 27, 2013","1,803.46","1,798.98","1,803.46","1,791.74","-","0.25%"
"Nov 26, 2013","1,798.98","1,808.07","1,808.42","1,791.80","-","-0.50%"
"Nov 25, 2013","1,808.07","1,805.70","1,809.81","1,805.19","-","0.13%"
"Nov 22, 2013","1,805.70","1,802.39","1,805.78","1,795.34","-","0.18%"
"Nov 21, 2013","1,802.39","1,791.02","1,802.60","1,791.02","-","0.63%"
"Nov 20, 2013","1,791.02","1,768.15","1,791.02","1,768.15","-","1.29%"
"Nov 19, 2013","1,768.15","1,762.42","1,772.43","1,762.38","-","0.33%"
"Nov 18, 2013","1,762.42","1,755.68","1,763.13","1,749.35","-","0.38%"
"Nov 15, 2013","1,755.68","1,754.29","1,759.15","1,750.38","-","0.08%"
"Nov 14, 2013","1,754.29","1,762.94","1,765.61","1,754.04","-","-0.49%"
"Nov 13, 2013","1,762.94","1,783.40","1,783.69","1,761.57","-","-1.15%"
"Nov 12, 2013","1,783.40","1,772.10","1,783.46","1,769.13","-","0.64%"
"Nov 11, 2013","1,772.10","1,774.07","1,775.15","1,769.85","-","-0.11%"
"Nov 08, 2013","1,774.07","1,788.57","1,788.57","1,773.14","-","-0.81%"
"Nov 07, 2013","1,788.57","1,787.51","1,793.17","1,783.67","-","0.06%"
"Nov 06, 2013","1,787.51","1,783.45","1,787.52","1,781.80","-","0.23%"
"Nov 05, 2013","1,783.45","1,778.39","1,784.40","1,775.31","-","0.28%"
"Nov 04, 2013","1,778.39","1,770.99","1,782.22","1,769.60","-","0.42%"
"Nov 01, 2013","1,770.99","1,763.98","1,772.56","1,761.21","-","0.40%"
"Oct 31, 2013","1,763.98","1,749.46","1,764.21","1,746.51","-","0.83%"
"Oct 30, 2013","1,749.46","1,759.13","1,759.13","1,747.80","-","-0.60%"
"Oct 29, 2013","1,760.01","1,744.12","1,760.38","1,743.92","-","0.91%"
"Oct 28, 2013","1,744.12","1,753.78","1,754.44","1,741.83","-","-0.49%"
"Oct 25, 2013","1,752.74","1,762.49","1,763.59","1,752.26","-","-0.55%"
"Oct 24, 2013","1,762.49","1,758.35","1,763.18","1,753.24","-","0.24%"
"Oct 23, 2013","1,758.35","1,757.75","1,762.49","1,751.49","-","0.03%"
"Oct 22, 2013","1,757.75","1,754.01","1,765.10","1,753.10","-","0.21%"
"Oct 21, 2013","1,754.01","1,756.92","1,757.41","1,750.06","-","-0.18%"
"Oct 18, 2013","1,757.14","1,748.29","1,762.56","1,748.29","-","0.55%"
"Oct 17, 2013","1,747.60","1,737.67","1,749.76","1,737.67","-","0.57%"
"Oct 14, 2013","1,737.67","1,735.80","1,739.86","1,728.60","-","0.11%"
"Oct 11, 2013","1,735.80","1,733.47","1,736.20","1,732.69","-","0.13%"
"Oct 10, 2013","1,733.47","1,744.37","1,744.53","1,730.96","-","-0.62%"
"Oct 09, 2013","1,744.37","1,730.69","1,746.67","1,728.90","-","0.79%"
"Oct 08, 2013","1,730.69","1,728.02","1,730.89","1,725.94","-","0.15%"
"Oct 07, 2013","1,728.02","1,732.87","1,733.08","1,727.87","-","-0.28%"
"Oct 04, 2013","1,732.87","1,728.61","1,732.89","1,723.02","-","-1.09%"
"Oct 03, 2013","1,751.93","1,733.47","1,752.65","1,733.47","-","1.08%"
"Oct 02, 2013","1,733.26","1,716.07","1,734.02","1,714.93","-","1.00%"
"Sep 30, 2013","1,716.07","1,708.31","1,716.57","1,700.37","-","0.44%"
"Sep 27, 2013","1,708.54","1,693.14","1,708.54","1,692.92","-","0.94%"
"Sep 26, 2013","1,692.61","1,690.74","1,695.31","1,690.44","-","0.03%"
"Sep 25, 2013","1,692.05","1,687.41","1,695.93","1,687.41","-","0.27%"
"Sep 24, 2013","1,687.45","1,686.83","1,687.64","1,680.11","-","-0.02%"
"Sep 23, 2013","1,687.85","1,692.75","1,692.93","1,685.37","-","-0.15%"
"Sep 20, 2013","1,690.36","1,674.97","1,691.12","1,673.32","-","0.98%"
"Sep 19, 2013","1,673.97","1,666.06","1,680.33","1,666.04","-","0.37%"
"Sep 18, 2013","1,667.74","1,671.95","1,674.34","1,665.31","-","-0.38%"
"Sep 17, 2013","1,674.15","1,674.39","1,681.21","1,664.81","-","-0.65%"
"Sep 16, 2013","1,685.15","1,686.49","1,686.49","1,683.57","-","-0.08%"
"Sep 13, 2013","1,686.44","1,688.99","1,694.00","1,686.41","-","-0.15%"
"Sep 12, 2013","1,688.94","1,692.42","1,692.42","1,682.13","-","-0.22%"
"Sep 11, 2013","1,692.60","1,684.01","1,692.60","1,680.02","-","0.52%"
"Sep 10, 2013","1,683.77","1,697.07","1,697.07","1,683.77","-","-0.77%"
"Sep 09, 2013","1,696.86","1,698.31","1,703.01","1,695.97","-","-0.05%"
"Sep 06, 2013","1,697.67","1,700.63","1,701.96","1,695.80","-","-0.19%"
"Sep 05, 2013","1,700.94","1,693.12","1,710.36","1,693.12","-","0.43%"
"Sep 04, 2013","1,693.73","1,691.46","1,703.87","1,686.25","-","0.07%"
"Sep 03, 2013","1,692.57","1,696.10","1,700.71","1,692.36","-","-0.20%"
"Sep 02, 2013","1,695.99","1,686.99","1,696.47","1,685.66","-","0.39%"
"Aug 30, 2013","1,689.32","1,699.92","1,701.16","1,686.66","-","-0.63%"
"Aug 29, 2013","1,699.98","1,695.91","1,700.25","1,688.44","-","0.29%"
"Aug 28, 2013","1,695.04","1,707.68","1,707.68","1,689.85","-","-0.68%"
"Aug 27, 2013","1,706.64","1,709.43","1,710.69","1,706.44","-","-0.16%"
"Aug 26, 2013","1,709.35","1,714.00","1,716.59","1,708.28","-","-0.32%"
"Aug 23, 2013","1,714.90","1,710.29","1,716.27","1,708.52","-","0.31%"
"Aug 22, 2013","1,709.53","1,698.21","1,710.09","1,698.21","-","0.66%"
"Aug 21, 2013","1,698.36","1,709.69","1,710.81","1,697.27","-","-0.67%"
"Aug 20, 2013","1,709.89","1,721.55","1,722.35","1,708.56","-","-0.84%"
"Aug 19, 2013","1,724.40","1,726.69","1,733.64","1,711.84","-","-0.55%"
"Aug 16, 2013","1,733.95","1,741.45","1,744.17","1,733.55","-","-0.27%"
"Aug 15, 2013","1,738.59","1,732.80","1,738.59","1,722.39","-","0.26%"
"Aug 14, 2013","1,734.01","1,760.40","1,762.76","1,731.27","-","-1.50%"
"Aug 13, 2013","1,760.40","1,774.61","1,775.27","1,759.12","-","-0.76%"
"Aug 12, 2013","1,773.90","1,785.96","1,787.48","1,771.26","-","-0.66%"
"Aug 07, 2013","1,785.65","1,797.08","1,798.46","1,785.65","-","-0.49%"
"Aug 06, 2013","1,794.41","1,803.35","1,807.71","1,791.78","-","-0.50%"
"Aug 05, 2013","1,803.43","1,805.62","1,814.12","1,799.92","-","-0.10%"
"Aug 02, 2013","1,805.30","1,798.65","1,806.72","1,797.08","-","0.40%"
"Aug 01, 2013","1,798.16","1,776.51","1,799.05","1,776.51","-","1.20%"
"Jul 31, 2013","1,776.81","1,771.62","1,779.20","1,771.56","-","0.24%"
"Jul 30, 2013","1,772.54","1,758.92","1,777.96","1,758.86","-","0.76%"
"Jul 29, 2013","1,759.17","1,745.47","1,759.23","1,742.22","-","0.98%"
"Jul 26, 2013","1,742.05","1,752.58","1,754.71","1,740.41","-","-0.64%"
"Jul 25, 2013","1,753.21","1,768.85","1,770.86","1,750.91","-","-0.91%"
"Jul 24, 2013","1,769.26","1,787.89","1,788.80","1,760.97","-","-1.04%"
"Jul 23, 2013","1,787.89","1,799.74","1,803.02","1,785.58","-","-0.61%"
"Jul 22, 2013","1,798.86","1,812.57","1,812.57","1,798.18","-","-0.78%"
"Jul 19, 2013","1,813.02","1,814.08","1,817.02","1,811.78","-","-0.04%"
"Jul 18, 2013","1,813.82","1,793.89","1,813.82","1,793.89","-","1.08%"
"Jul 17, 2013","1,794.38","1,788.07","1,796.69","1,787.82","-","0.40%"
"Jul 16, 2013","1,787.24","1,779.86","1,787.97","1,776.86","-","0.51%"
"Jul 15, 2013","1,778.12","1,759.93","1,778.12","1,758.75","-","1.10%"
"Jul 12, 2013","1,758.75","1,755.36","1,762.07","1,753.64","-","0.19%"
"Jul 11, 2013","1,755.36","1,743.04","1,756.13","1,743.04","-","0.69%"
"Jul 10, 2013","1,743.26","1,738.71","1,748.17","1,738.71","-","0.26%"
"Jul 09, 2013","1,738.75","1,732.93","1,745.37","1,732.93","-","0.27%"
"Jul 08, 2013","1,734.10","1,740.08","1,740.40","1,731.66","-","-0.46%"
"Jul 05, 2013","1,742.18","1,714.89","1,748.03","1,714.89","-","1.11%"
"Jul 04, 2013","1,723.09","1,695.99","1,723.34","1,695.55","-","1.63%"
"Jul 03, 2013","1,695.47","1,700.40","1,701.60","1,695.34","-","-0.30%"
"Jul 02, 2013","1,700.53","1,687.82","1,700.53","1,686.11","-","0.86%"
"Jul 01, 2013","1,686.04","1,701.93","1,702.35","1,685.27","-","-0.83%"
"Jun 28, 2013","1,700.08","1,714.79","1,717.19","1,699.85","-","-2.55%"
"Jun 27, 2013","1,744.61","1,725.68","1,746.56","1,724.62","-","1.14%"
"Jun 26, 2013","1,724.87","1,707.99","1,732.79","1,707.40","-","2.70%"
"Jun 25, 2013","1,679.59","1,713.58","1,717.79","1,641.55","-","-3.72%"
"Jun 24, 2013","1,744.40","1,744.55","1,744.40","1,744.40","-","0.02%"
"Jun 21, 2013","1,744.12","1,768.70","1,769.31","1,742.99","-","-1.38%"
"Jun 20, 2013","1,768.56","1,778.14","1,787.51","1,765.46","-","-0.52%"
"Jun 19, 2013","1,777.88","1,768.52","1,777.88","1,755.09","-","0.53%"
"Jun 18, 2013","1,768.53","1,770.54","1,782.54","1,765.25","-","-0.11%"
"Jun 17, 2013","1,770.42","1,779.74","1,780.76","1,768.96","-","-0.54%"
"Jun 14, 2013","1,780.05","1,787.53","1,795.52","1,758.20","-","-0.41%"
"Jun 13, 2013","1,787.40","1,853.71","1,865.11","1,728.15","-","-4.11%"
"Jun 12, 2013","1,864.01","1,914.59","1,947.84","1,854.70","-","-2.65%"
"Jun 11, 2013","1,914.76","1,901.77","1,919.52","1,899.75","-","0.65%"
"Jun 10, 2013","1,902.31","1,892.08","1,908.33","1,828.70","-","0.62%"
"Jun 07, 2013","1,890.61","1,886.71","1,922.16","1,883.58","-","0.25%"
"Jun 06, 2013","1,885.82","1,884.90","1,935.66","1,880.18","-","0.02%"
"Jun 05, 2013","1,885.48","1,843.24","1,885.54","1,842.26","-","2.24%"
"Jun 04, 2013","1,844.16","1,809.97","1,845.14","1,809.71","-","1.78%"
"Jun 03, 2013","1,811.82","1,812.37","1,814.55","1,805.83","-","0.11%"
"May 31, 2013","1,809.74","1,823.19","1,823.41","1,802.73","-","-0.78%"
"May 30, 2013","1,823.89","1,790.03","1,824.61","1,790.03","-","1.91%"
"May 28, 2013","1,789.77","1,791.09","1,791.17","1,785.67","-","-0.13%"
"May 27, 2013","1,792.08","1,791.10","1,798.90","1,788.14","-","2.37%"
"May 24, 2013","1,750.63","1,750.63","1,750.63","1,750.63","-","-0.15%"
"May 23, 2013","1,753.31","1,785.38","1,792.42","1,752.80","-","-1.74%"
